Sentence,Emotion
Tập này tui lo cho caramen nhiều hơn. Ông nội Khoa cứ đầu cắm cổ đi để caramen ở phía sau nguy hiểm quá,Other
Coi video này xong ... cảm giác thật là tuyệt vời đc mẹ sinh con ra ở trên đất nước Việt Nam ... tự hào khi là người con máu đỏ da vàng ,Enjoyment
"Thật cảm phục bạn Khoa luôn, mạo hiểm và tính nhân văn của bạn rất nhiều, tìm hiểu về cuộc sống của đất nước An Do",Other
Cảm ơn ba mẹ vì đã sanh con ra ở Việt Nam,Other
"Thương quá,  Khoa phát bánh cho những người bên đường bên Ấn thấy xúc động quá chừng. ️",Other
"Người ta có tiền thì đi du lịch,  còn tôi du lịch bằng mắt,  cám ơn khoapug đã cho các video hay 
 , ai giống mình",Enjoyment
"Tao dân tộc trên núi rất khó khăn,...nhưng khi nhìn hình ảnh này thấy mình còn sướng chán, thích thì làm, mệt thì nghỉ, không phải lê lết ăn xin, vô gia cư, ô nhiễm bụi bẩn...cảm ơn Việt Nam, cảm ơn Đảng, chính quyền, cảm ơn tất cả hơn 90 triệu dân từ đồng bằng đến miền núi,...tất cả rồi sẽ vượt qua virut corona Tàu Khựa",Enjoyment
Seri Ấn Độ là một trong những seri để lại nhiều ấn tượng nhất đối với mình của Khoa Pug nó thực sự độc đáo và mới lạ.,Other
"Du lịch thế giới tại nhà! Cameraman Quay phim rất rõ đẹp , Khoa thuyết minh dễ thương cộng thêm phụ đề hài hước!  1000/100 điểm ",Other
"Bạn là người rất tốt bụng. Đi đến những chỗ này 2 bạn cẩn thận nhé. Vì thấy phức tạp, chúc 2 bạn nhiều sức khỏe.",Other
"Đi một ngày đằng, học một sàn khôn. Tui đây xem 1 video clip của ông là = đi một tuần rồi.",Other
"Xem clip ngoài tiếng còi xe inh ỏi ra thì mình còn ấn tượng cả những gì trước mặt mình trông thấy, thật kinh khủng. Nhìn lại mới thấy, được sinh ra và lớn lên ở Việt Nam thật tuyệt vời ️",Enjoyment
"Nói thật là xem qua các video review cùa anh Khoa thì mình chỉ nghĩ rằng ""mình rất hạnh phúc vì sinh ra ở Việt Nam""",Other
"Thấy mấy người bên đó tội quá 
Họ khó khăn hơn bên vn  mình nhiều. thương quá, cảm ơn anh chị đã có lòng tốt.",Other
"Phong cách dân dã , sang chảnh , kiểu gì cũng chơi được ! Năm mới may mắn , nhiều sức khoẻ nha Khoa và Camera man !",Other
hello Khoa nhé cảm ơn Khoa đã chia sẻ video này về đất nước Ấn Độ nhìn Pháp chúc Khoa được nhiều sức khỏe và bình an nhé Thanks,Other
Xem xong cái clip này mình lại thấy đất nước Việt Nam mình tươi đẹp và là nơi đáng sống nhất các bạn ạ! ,Other
Xem đoạn đầu tui đã vội like cho a ấy vì tấm lòng,Other
"Xem rồi mới biết...
Yêu Việt Nam quá đi,mình thật may mắn khi sinh ra trên đất nước xinh đẹp này ",Other
ôi ! tự hào là nước VN :) cám ơn a Khoa và c Careman cho em trải nghiệm nước Ấn,Other
"Xem video này mh thật May mắn vì Sinh Ra ở Việt nam, và yêu VN vô cùng",Other
"cảm ơn trời đất sinh con ra ở Việt Nam, cảm ơn cha mẹ cho con ăn mặc, đi học đầy đủ. Tự hào là người VIỆT NAM.",Other
"Anh Khoa mua bánh phát cho những người ăn xin nghèo đói, hình ảnh rất ấn tượng. Dân tộc Việt Nam tự hào về anh !!!!",Other
"Xong video này cảm thấy hạnh phúc với những gì mình đang có..
Bớt bon chen với đời là bớt đi gánh nặng cuộc sống,ắt sẽ đủ đầy hạnh phúc",Other
"Thích xem những video này của Khoa cực kỳ, vì rất chân thực...ko cần các ghép kỹ thuật gì mà vô cùng cuốn hút. Hãy làm những video như vậy nhiều nha Khoa..nhất là những nơi kỳ lạ như
 vậy",Enjoyment
Từ trc giờ học địa lí cứ dân cư tập trug đông đúc mà hk biết nó ntn nay mới đc xem qua kênh Anh Khoa... Hay lắm ạ,Enjoyment
Chúng ta nên hài lòng với cuộc sống hiện tại của mình ... mình  ít ra vẫn hạnh phúc hơn rất rất nhiều người !,Other
"vậy đây là lý do khiến phối của dân Ấn siêu khỏe, làm cho virut corona phải biến đổi liên tục và hình thành nên chủng Delta đáng sợ như bây giờ, và hậu quả quá khủng khiếp",Fear
"Tr ổng phát còn quài nên quyết địhj mua tiếp lần 2 và lại hết ổng lại mua thêm 2 túi nữa, chời ạ!! Thương dễ sợ.
Còn nữa chắc ổng mua hết sạp bánh quá?!!",Fear
12:59 ông này là người duy nhất có vẻ cảm tạ nhất,Other
"Các em thật tuyệt vời quá anh ngưỡng mộ tấm lòng của các em ,anh chúc các em năm mới chàn đầy sức khoẻ và hạnh phúc..!",Enjoyment
Nhìn ng vô gia cư thương quá. Khi nào sang Ấn mình cũng sẽ đi từ thiện cho họ. Tự nhiên thấy anh Khoa Pug tặng họ bánh bỗng thấy ảnh đẹp trai lạ thường ️,Other
"5:00 : trước mình công tác ở đây cũng bị vậy . thật ra họ thấy mình người nước ngoài nên ổng muốn đổi bất cứ tiền nc nào . mệnh giá nào cũng đc , dạng để làm kỷ niệm . Họ thích vậy .",Enjoyment
"Trải nghiệm ẩm thực nhưng k quên mua thức ăn phân phát cho ng nghèo. Rất ngưoengx mộ A, và mong A luôn có nhiều trải ng mới",Other
"Ấn độ hôm nay đc mệnh danh là lò hoả thiêu của thế giới do đại dịch covit rồi, cầu mong cho tất cả mọi người luôn an bình, vượt qua đại dịch",Other
Cảm ơn Khoa đã cho những thước phim giá trị như này. Thật sự quá kinh khủng!,Disgust
Công nhận chú Khoa tốt bụng thật. Nhìn thì muốn cảm động gê luông.,Other
Tui rất chi là hoan nghêng cái tình thần giúp đỡ người nghèo của ông.. mong ông sẽ tiếp tục mua bánh tặng họ :)),Disgust
9:55 thương a thật .giup họ có đồ ăn. ,Other
8:10 Chất lượng dầu khá tốt và rất thích hợp để làm xà bông  rửa chén!,Enjoyment
Bạn rất dễ thương  cảm ơn 2 bạn đã có những cảnh quay của đất nước Ấn Độ. Vì có rất nhìu người muốn đến mà chưa được đến ,Other
Cảm thấy hạnh phúc khi được sinh ra ở Việt Nam  <3,Other
Like trước xem sau vì a Khoa giúp e biết thêm về Ấn Độ,Other
đây là ng mà mình thấy thuyết minh về đức phật hay nhất,Enjoyment
"cảm thấy Việt Nam mình đáng sống 
so với mức độ thì vn yên bình hơn nhiều",Other
Cảm phục trước hành động cho bánh của anh .. ️🇻🇳🇻🇳🇻🇳,Other
Những thứ tốt đẹp anh làm báo chí nó chẳng gọi tên vậy mà những khi có biến nó lại lấy cớ đạp xuống,Other
"Dạo ngày mới biết Khoa! Chúc bn luôn may mắn, bình an!",Other
12:59 anh ấy thật hiểu chuyện,Other
"Đọc báo về tình hình Covid của Ấn Độ thấy nhiều ca tử vong quá. Lò thiêu hoạt động suốt ngày. Xem lại video này của a Khoa thấy càng xót thương cs của người dân hơn, mong họ sớm vượt qua được đại dịch :((",Other
"Tôi cũng đã đến sông Hằng và TP này  .
Ở đây có rất nhiều tôn giáo.
Nhưng đặc biệt nhất là dù ăn xin nhiều như vậy nhưng không có những người móc túi như ở Việt Nam.",Other
"A Di Đà Phật.
Câu xin MN được bình an.
Chúc bạn khoa nhiều SK
Để làm phước tâm nhân ái
Ở hiền gặp lành..",Other
Ông khoa hiểu biết cũng nhiều. Rất hay ,Enjoyment
"Khi 1 chủ đề đang hot, video liên quan sẽ được youtube đề xuất mạnh",Other
Thích nhất là anh Khoa nói xấu về thành phố mà nói lớn tiếng nữa. Mấy ng đó chả hiểu gì nên nói thoải mái,Enjoyment
"Ở Ấn Độ có rất nhiều tỷ phú.mức độ chênh lệch giàu nghèo cực cao, nhưng đa phần ý thức người dân về môi trường sống rất kém, từ cách sinh hoạt hàng ngày hầu như họ không quan tâm tới yếu tố vệ sinh. Những nghi thức lạc hậu cùng với cuộc sống nguyên thủy như những bộ lạc đã góp phần rất lớn làm cho sông Hằng ô nhiễm bẩn khủng khiếp",Indifferent
Ytb đề xuất xem ngay lúc ấn bùng phát covid....ngày bth đã thế này bh covid tới ấn độ cứu kh kịp luôn sợ thật,Fear
Khoa có tấm lòng nhân hậu rất đáng yêu,Other
Thích đoạn anh ý phân phát bánh từ thiện cho người ở đó,Enjoyment
"em thích anh lắm , bởi vì anh biết được nhiều thứ , anh biết cuộc sống này đối sử tệ với người nghèo ra sao , em thích anh ở tấm lòng ",Enjoyment
"Khoảng cách giàu nghèo của Ấn Độ 🇮🇳 là trùm cuối luôn rồi. Người giàu thì quá giàu, người nghèo thì quá nghèo nàn.",Fear
"Coi mấy clip bên Ấn với Ai Cập mà hồi hộp dùm 2 đứa luôn. Nhớ bảo trọng nha 2 em. 
Cảm ơn 2 em nhiều.",Other
"Khoa pug tốt quá à :3 giúp đỡ người nghèo :) + giúp ta hiểu biết thêm về Ấn Độ 
Kênh này rất tốt. Sẽ phát triển mạnh :D ae nên đăng ký",Other
...Khoa ...80 ngày đêm vòng quanh thê giới ...cảm ơn bạn đã mang lại những hình ảnh chân thực và đương thời ko phải trong phim ảnh ...chia sẻ cho mọi người.....,Other
16:30 đáng iu thật haha,Other
Số người 2021 xem lại vì nghe tin thảm họa covid ở Ấn Độ sau lễ hội tắm sông Hằng,Other
10:00 hành động làm cho người xem khác là xúc động ,Other
Đi ấn Độ mà có nữ đi cùng chỉ đi có 2 người thật nguy hiểm... rất trân trọng sự mạo hiểm cho ra những video chân thật và mở rộng kiến thức. ...,Other
anh ơi anh với chị cammera can đảm thật con sông này ko như tưởng tượng 1 nơi rất đẹp giờ đã trở thành con sông ô nhiễm,Other
Hành động cho đồ ăn người vô gia cư của anh rất đáng quý ,Other
"Nhờ cái clip này của anh, em cảm thấy yêu nơi mình đang sống. Cảm ơn a",Other
Thật ý nghĩa cho hành động của Khoa,Other
Tốt nhất đi đâu đeo khổ trang vào .Dạo nay dịch bệnh nguy hiểm quá,Other
"Ui tự nhiên hôm nay Youtube đề xuất cái video này ạ, giật cả mình tưởng anh qua Ấn Độ vào thời điểm kinh khủng này chứ. Bên đó căng quá rồi một ngày mấy trăm ngàn người nhiễm mấy ngàn người chết thì sao đất nước họ chịu nổi, giờ chỉ còn đợi phép màu hic :(",Disgust
"Khoa pug và caramen can đảm quá đất nước nguy hiểm,ô nhiễm toàn tập luôn. Mà cũng cố gắn rì wieu cho mọi người xem ",Other
Hành động phát bánh cho từng người một thật là đẹp...,Other
0:43 Dù nghèo nhưng họ sống thật đẹp️,Other
Tôi đã xem cách đây một năm nay lại xem lại cầu mong thế giới bình an,Other
19:57 bả thở kìa trời,Other
"thật sự cameraman của a Khoa bất tử thật sự, can đảm vì con gái ấy, xong chu đáo, nhắc a Khoa mặc áo khoác do đeo vàng, rồi bảo cảnh giác người bán hàng gian. Mong cameraman sớm comeback",Other
Xem nhìu kênh rồi nhưng chỉ thấy a khoa là review thật vs lại dễ hiểu nhất mong kênh của a ngày càng phát triển hơn mãi ủng hộ a khoa!,Other
"Bên đó còn nghèo, nạn đói hoành hành, rất may mình dc sinh da tại vn",Other
Thích nhất Khoa là có tiền nhưng vẫn ăn uống thoải mái không sợ đồ ăn mất vệ sinh,Enjoyment
"Ông Khoa ông ấy bạo thật sự huhu. Nể luôn á quá chiều fan, xông pha đi những nơi ít người dám đi, review chi tiết chân thật không màu mè. Món gì lạ hay nhìn hơi dơ ổng cũng ăn. Ngay cả hoả thiêu xác người covid ghê như thế ổng cũng xông pha huhu. Chịu luôn á  triệu Like ",Enjoyment
Tự nhiên đang xem tin tức bị đề xuất video ghê quá,Anger
cẩn thận bảo vệ sức khỏe anh  ơi ! mà nói j nói chớ nhờ a e biết thêm về thế giới ngoài kia ! giữ sức khỏe để ra thêm nhiều clip hịn hơn nữa nhé,Other
cảm ơn bạn đã review ấn độ còn nghèo khó nơi giảng dạy của đức phật lại bị tàn phá như vậy thật là buồn,Sadness
"Mình cũng đến Varanasi này trước dịch vào năm 2019. Mình đã ở đây 3 ngày 1 mình để cảm nhận và tìm hiểu nơi này. Nhìn Khoa và bạn camera đi đến những nơi này để review cũng thật mạnh mẽ. Nhưng có vài thông tin trong clip bạn Khoa mình muốn đính chính chưa rõ trong clip. 1 là Varanasi không phải là thành phố ô nhiễm nhất thế giới, ô nhiễm nhất là thủ đô New Delhi, ô nhiễm thứ 2 thế giới là Trung Quốc. 2. Những người ăn xin ở Varanasi khá nhiều nhưng phần đông trong số họ không phải xin ăn mà là xin tiền. Xin tiền để lo hậu sự của mình (xin tiền mua củi để sau khi chết họ được đốt xác) 3. Ở thành phố Varanasi có rất nhiều người già yếu và bệnh tật. Do theo văn hóa tín ngưỡng họ muốn được chết và rải tro xuống dòng sông Hằng, và Varanasi là thánh địa linh thiêng nhất với người Hindu nên những ngày cuối đời họ chọn đến đây để được chết. Người có tiền thì sẽ thuê nhà trọ để chờ chết, còn người nghèo thì nằm ngay ngoài đường chờ chết, và trong lúc chờ thì họ xin tiền để lo hậu sự cho mình ( đã nói ở trên) Vậy nên mỗi ngày ở Varanasi này sẽ có rất nhiều người chết, chết một cách tự nhiên chứ không phải do lạnh quá rồi chết. Varanasi nóng lạnh theo mùa, thời điểm mình đến là tháng 5 nóng đến 43 độ lận. 4. Thật tiếc vì Khoa không xem và giới thiệu kỹ hơn về lễ tôn vinh sông Hằng - Ganga Aarti. Một lễ tỏ lòng thành kính và rất dễ chịu đậm đặc văn hóa Hindu. Nơi đây cũng có những phần tốt đẹp khác chứ không chỉ mỗi lễ hỏa thiêu. Mọi người muốn tìm hiểu kỹ hơn cứ để lại bình luận mình sẽ trả lời hoặc có thể xem clip về Varanasi của mình sẽ giải đáp rõ hơn. Mình đi 1 mình và không cảm giác nó đáng sợ.",Fear
đến đoạn phát bánh cho người nghèo là đăng kí với like ngay luôn!!!,Other
Thật sự sau khi xem video này cảm thấy may mắn khi sinh ra ở VIỆT NAM ,Other
